City,Hour,Weekday,Junction,Temperature,TrafficFlow
Bangalore,6,6,4,23.04,139
Bangalore,7,6,4,25.98,221
Bangalore,8,6,4,37.73,267
Bangalore,9,6,4,23.84,273
Bangalore,10,6,4,35.33,302
Bangalore,11,6,4,38.61,183
Bangalore,12,6,4,29.99,138
Bangalore,13,6,4,32.62,152
Bangalore,14,6,4,35.81,131
Bangalore,15,6,4,34.78,148
Bangalore,16,6,4,37.07,186
Bangalore,17,6,4,40.1,217
Bangalore,18,6,4,29.65,267
Bangalore,19,6,4,39.3,299
Bangalore,20,6,4,34.24,265
Bangalore,21,6,4,29.08,120
Bangalore,22,6,4,39.74,150
Bangalore,23,6,4,41.11,140
