City,Hour,Weekday,Junction,Temperature,TrafficFlow
Bangalore,8,3,1,36.42,238
Bangalore,9,3,1,29.49,257
Bangalore,10,3,1,28.68,267
Bangalore,11,3,1,35.21,113
Bangalore,12,3,1,36.39,92
Bangalore,13,3,1,35.32,107
Bangalore,14,3,1,28.16,88
Bangalore,15,3,1,36.34,161
Bangalore,16,3,1,35.23,122
Bangalore,17,3,1,34.6,212
Bangalore,18,3,1,31.99,212
Bangalore,19,3,1,41.59,271
Bangalore,20,3,1,31.11,192
Bangalore,21,3,1,30.78,113
Bangalore,22,3,1,36.91,85
Bangalore,23,3,1,34.64,129
Bangalore,0,4,1,30.56,19
Bangalore,1,4,1,33.83,45
Bangalore,2,4,1,23.07,39
Bangalore,3,4,1,36.05,26
Bangalore,4,4,1,30.22,46
Bangalore,5,4,1,22.99,56
Bangalore,6,4,1,36.82,133
Bangalore,7,4,1,23.66,232
Bangalore,8,4,1,28.61,192
Bangalore,9,4,1,26.79,211
Bangalore,10,4,1,25.85,207
Bangalore,11,4,1,27.16,162
Bangalore,12,4,1,25.71,121
Bangalore,13,4,1,31.93,136
Bangalore,14,4,1,28.62,141
Bangalore,15,4,1,37.18,167
Bangalore,16,4,1,35.17,103
Bangalore,17,4,1,28.01,236
Bangalore,18,4,1,29.0,187
Bangalore,19,4,1,38.22,236
Bangalore,20,4,1,42.96,209
Bangalore,21,4,1,38.12,99
Bangalore,22,4,1,32.26,166
Bangalore,23,4,1,42.33,86
Bangalore,0,5,1,25.16,32
Bangalore,1,5,1,33.3,32
Bangalore,2,5,1,33.73,23
Bangalore,3,5,1,32.08,43
Bangalore,4,5,1,30.51,31
Bangalore,5,5,1,30.69,15
Bangalore,6,5,1,32.24,119
Bangalore,7,5,1,29.24,212
Bangalore,8,5,1,36.87,161
Bangalore,9,5,1,35.45,185
Bangalore,10,5,1,33.74,205
Bangalore,11,5,1,26.14,104
Bangalore,12,5,1,26.23,106
Bangalore,13,5,1,32.87,108
Bangalore,14,5,1,31.6,104
Bangalore,15,5,1,38.08,127
Bangalore,16,5,1,29.64,130
Bangalore,17,5,1,30.2,223
Bangalore,18,5,1,40.35,182
Bangalore,19,5,1,42.25,229
Bangalore,20,5,1,42.19,219
Bangalore,21,5,1,39.82,120
Bangalore,22,5,1,41.89,88
Bangalore,23,5,1,31.28,110
Bangalore,0,6,1,31.17,46
Bangalore,1,6,1,33.08,33
Bangalore,2,6,1,31.77,34
Bangalore,3,6,1,25.19,33
Bangalore,4,6,1,28.35,21
Bangalore,5,6,1,32.29,26
Bangalore,6,6,1,30.63,95
Bangalore,7,6,1,36.77,218
Bangalore,8,6,1,23.59,199
Bangalore,9,6,1,26.91,193
Bangalore,10,6,1,27.37,193
Bangalore,11,6,1,30.03,105
Bangalore,12,6,1,29.38,83
Bangalore,13,6,1,32.72,90
Bangalore,14,6,1,35.6,78
Bangalore,15,6,1,35.13,127
Bangalore,16,6,1,38.38,137
Bangalore,17,6,1,33.64,174
Bangalore,18,6,1,39.1,184
Bangalore,19,6,1,39.59,158
Bangalore,20,6,1,39.34,184
Bangalore,21,6,1,36.25,92
Bangalore,22,6,1,32.15,134
Bangalore,23,6,1,31.04,130
