City,Hour,Weekday,Junction,Temperature,TrafficFlow
Kalaburagi,11,2,3,26.72,53
Kalaburagi,12,2,3,31.96,56
Kalaburagi,13,2,3,35.74,76
Kalaburagi,14,2,3,28.2,89
Kalaburagi,15,2,3,30.5,82
Kalaburagi,16,2,3,30.01,94
Kalaburagi,17,2,3,41.68,130
Kalaburagi,18,2,3,35.89,137
Kalaburagi,19,2,3,38.94,121
Kalaburagi,20,2,3,39.32,139
Kalaburagi,21,2,3,30.67,66
Kalaburagi,22,2,3,37.83,52
Kalaburagi,23,2,3,32.23,88
Kalaburagi,0,3,3,30.43,35
Kalaburagi,1,3,3,22.8,10
Kalaburagi,2,3,3,31.0,38
Kalaburagi,3,3,3,35.43,39
Kalaburagi,4,3,3,22.48,10
Kalaburagi,5,3,3,25.95,11
Kalaburagi,6,3,3,28.76,55
Kalaburagi,7,3,3,28.85,79
Kalaburagi,8,3,3,27.17,115
Kalaburagi,9,3,3,24.68,91
Kalaburagi,10,3,3,34.87,130
Kalaburagi,11,3,3,36.33,109
Kalaburagi,12,3,3,39.53,77
Kalaburagi,13,3,3,37.03,56
Kalaburagi,14,3,3,29.22,106
Kalaburagi,15,3,3,40.95,56
Kalaburagi,16,3,3,32.44,91
Kalaburagi,17,3,3,29.56,122
Kalaburagi,18,3,3,34.17,116
Kalaburagi,19,3,3,39.09,84
Kalaburagi,20,3,3,36.7,135
Kalaburagi,21,3,3,38.78,56
Kalaburagi,22,3,3,31.1,55
Kalaburagi,23,3,3,34.9,110
Kalaburagi,0,4,3,25.08,27
Kalaburagi,1,4,3,28.0,34
Kalaburagi,2,4,3,20.88,33
Kalaburagi,3,4,3,27.01,23
Kalaburagi,4,4,3,36.66,18
Kalaburagi,5,4,3,29.05,33
Kalaburagi,6,4,3,30.3,84
Kalaburagi,7,4,3,29.9,103
Kalaburagi,8,4,3,29.16,102
Kalaburagi,9,4,3,24.82,102
Kalaburagi,10,4,3,30.64,113
Kalaburagi,11,4,3,29.5,87
Kalaburagi,12,4,3,27.58,65
Kalaburagi,13,4,3,30.98,103
Kalaburagi,14,4,3,40.67,98
Kalaburagi,15,4,3,32.84,80
Kalaburagi,16,4,3,33.84,70
Kalaburagi,17,4,3,28.36,114
Kalaburagi,18,4,3,36.45,94
Kalaburagi,19,4,3,42.26,78
Kalaburagi,20,4,3,41.04,117
Kalaburagi,21,4,3,35.23,112
Kalaburagi,22,4,3,38.44,64
Kalaburagi,23,4,3,32.81,94
Kalaburagi,0,5,3,31.17,17
Kalaburagi,1,5,3,25.97,29
Kalaburagi,2,5,3,23.04,16
Kalaburagi,3,5,3,28.75,12
Kalaburagi,4,5,3,36.5,25
Kalaburagi,5,5,3,28.72,33
Kalaburagi,6,5,3,25.68,71
Kalaburagi,7,5,3,24.95,66
Kalaburagi,8,5,3,34.32,72
Kalaburagi,9,5,3,34.69,67
Kalaburagi,10,5,3,33.68,99
Kalaburagi,11,5,3,26.57,96
Kalaburagi,12,5,3,31.27,56
Kalaburagi,13,5,3,27.03,82
Kalaburagi,14,5,3,31.17,63
Kalaburagi,15,5,3,27.2,81
Kalaburagi,16,5,3,39.2,52
Kalaburagi,17,5,3,34.55,104
Kalaburagi,18,5,3,36.59,78
Kalaburagi,19,5,3,37.26,89
Kalaburagi,20,5,3,37.38,70
Kalaburagi,21,5,3,30.51,62
Kalaburagi,22,5,3,37.73,59
Kalaburagi,23,5,3,42.6,78
Kalaburagi,0,6,3,32.99,25
Kalaburagi,1,6,3,30.69,10
Kalaburagi,2,6,3,32.91,20
Kalaburagi,3,6,3,24.74,10
Kalaburagi,4,6,3,35.71,12
Kalaburagi,5,6,3,25.15,12
Kalaburagi,6,6,3,37.34,55
Kalaburagi,7,6,3,24.54,99
Kalaburagi,8,6,3,34.84,118
Kalaburagi,9,6,3,23.81,99
Kalaburagi,10,6,3,31.86,111
Kalaburagi,11,6,3,28.93,53
Kalaburagi,12,6,3,30.14,65
Kalaburagi,13,6,3,39.9,60
Kalaburagi,14,6,3,31.48,74
Kalaburagi,15,6,3,35.91,97
Kalaburagi,16,6,3,41.27,52
Kalaburagi,17,6,3,36.06,113
Kalaburagi,18,6,3,30.58,118
Kalaburagi,19,6,3,32.33,74
Kalaburagi,20,6,3,39.88,89
Kalaburagi,21,6,3,35.28,89
Kalaburagi,22,6,3,38.02,60
Kalaburagi,23,6,3,43.61,75
