City,Hour,Weekday,Junction,Temperature,TrafficFlow
Kalaburagi,16,3,4,35.49,75
Kalaburagi,17,3,4,27.58,118
Kalaburagi,18,3,4,34.73,146
Kalaburagi,19,3,4,31.12,92
Kalaburagi,20,3,4,28.51,150
Kalaburagi,21,3,4,41.67,109
Kalaburagi,22,3,4,43.04,65
Kalaburagi,23,3,4,33.11,96
Kalaburagi,0,4,4,33.31,27
Kalaburagi,1,4,4,23.54,43
Kalaburagi,2,4,4,30.33,18
Kalaburagi,3,4,4,34.79,29
Kalaburagi,4,4,4,25.44,10
Kalaburagi,5,4,4,36.45,32
Kalaburagi,6,4,4,31.68,59
Kalaburagi,7,4,4,33.94,146
Kalaburagi,8,4,4,37.43,150
Kalaburagi,9,4,4,26.96,121
Kalaburagi,10,4,4,28.0,112
Kalaburagi,11,4,4,38.36,79
Kalaburagi,12,4,4,36.76,119
Kalaburagi,13,4,4,27.04,75
Kalaburagi,14,4,4,36.45,98
Kalaburagi,15,4,4,29.88,59
Kalaburagi,16,4,4,36.51,70
Kalaburagi,17,4,4,39.26,92
Kalaburagi,18,4,4,33.0,102
Kalaburagi,19,4,4,28.75,148
Kalaburagi,20,4,4,42.7,87
Kalaburagi,21,4,4,41.85,85
Kalaburagi,22,4,4,32.67,62
Kalaburagi,23,4,4,32.63,113
Kalaburagi,0,5,4,30.48,29
Kalaburagi,1,5,4,26.97,10
Kalaburagi,2,5,4,32.17,14
Kalaburagi,3,5,4,34.2,14
Kalaburagi,4,5,4,33.1,16
Kalaburagi,5,5,4,32.61,37
Kalaburagi,6,5,4,23.17,75
Kalaburagi,7,5,4,25.14,104
Kalaburagi,8,5,4,26.01,78
Kalaburagi,9,5,4,34.55,86
Kalaburagi,10,5,4,31.98,112
Kalaburagi,11,5,4,25.86,78
Kalaburagi,12,5,4,38.4,100
Kalaburagi,13,5,4,38.43,60
Kalaburagi,14,5,4,29.68,81
Kalaburagi,15,5,4,31.23,64
Kalaburagi,16,5,4,29.64,100
Kalaburagi,17,5,4,38.29,104
Kalaburagi,18,5,4,29.23,97
Kalaburagi,19,5,4,35.89,100
Kalaburagi,20,5,4,32.11,109
Kalaburagi,21,5,4,42.3,83
Kalaburagi,22,5,4,40.67,57
Kalaburagi,23,5,4,30.31,100
Kalaburagi,0,6,4,27.47,10
Kalaburagi,1,6,4,24.47,32
Kalaburagi,2,6,4,34.16,37
Kalaburagi,3,6,4,27.72,28
Kalaburagi,4,6,4,22.37,18
Kalaburagi,5,6,4,35.11,33
Kalaburagi,6,6,4,35.16,86
Kalaburagi,7,6,4,30.97,101
Kalaburagi,8,6,4,36.48,92
Kalaburagi,9,6,4,35.05,101
Kalaburagi,10,6,4,31.29,83
Kalaburagi,11,6,4,32.98,95
Kalaburagi,12,6,4,33.0,70
Kalaburagi,13,6,4,26.9,50
Kalaburagi,14,6,4,39.6,91
Kalaburagi,15,6,4,35.44,79
Kalaburagi,16,6,4,36.52,93
Kalaburagi,17,6,4,33.72,127
Kalaburagi,18,6,4,30.14,79
Kalaburagi,19,6,4,36.86,122
Kalaburagi,20,6,4,43.05,124
Kalaburagi,21,6,4,37.86,100
Kalaburagi,22,6,4,36.48,85
Kalaburagi,23,6,4,36.59,61
