City,Hour,Weekday,Junction,Temperature,TrafficFlow
Raichur,18,5,3,28.19,77
Raichur,19,5,3,32.85,73
Raichur,20,5,3,38.68,83
Raichur,21,5,3,38.35,43
Raichur,22,5,3,31.14,81
Raichur,23,5,3,39.6,73
Raichur,0,6,3,21.7,13
Raichur,1,6,3,34.62,24
Raichur,2,6,3,32.23,15
Raichur,3,6,3,25.1,24
Raichur,4,6,3,31.55,21
Raichur,5,6,3,32.07,16
Raichur,6,6,3,29.89,74
Raichur,7,6,3,29.32,93
Raichur,8,6,3,23.96,61
Raichur,9,6,3,27.12,95
Raichur,10,6,3,25.24,58
Raichur,11,6,3,25.74,55
Raichur,12,6,3,34.85,48
Raichur,13,6,3,31.46,42
Raichur,14,6,3,37.77,58
Raichur,15,6,3,36.12,79
Raichur,16,6,3,32.09,57
Raichur,17,6,3,30.57,87
Raichur,18,6,3,35.09,98
Raichur,19,6,3,36.99,68
Raichur,20,6,3,39.73,82
Raichur,21,6,3,40.33,60
Raichur,22,6,3,41.79,73
Raichur,23,6,3,44.37,55
