City,Hour,Weekday,Junction,Temperature,TrafficFlow
Raichur,8,4,1,27.73,65
Raichur,9,4,1,32.11,77
Raichur,10,4,1,35.76,92
Raichur,11,4,1,28.14,78
Raichur,12,4,1,38.03,53
Raichur,13,4,1,33.83,47
Raichur,14,4,1,28.95,45
Raichur,15,4,1,36.77,69
Raichur,16,4,1,36.98,73
Raichur,17,4,1,38.25,88
Raichur,18,4,1,42.05,86
Raichur,19,4,1,32.77,93
Raichur,20,4,1,35.96,79
Raichur,21,4,1,29.88,65
Raichur,22,4,1,33.52,45
Raichur,23,4,1,30.94,66
Raichur,0,5,1,27.19,10
Raichur,1,5,1,22.36,16
Raichur,2,5,1,30.02,14
Raichur,3,5,1,27.75,19
Raichur,4,5,1,30.63,20
Raichur,5,5,1,32.12,11
Raichur,6,5,1,33.76,33
Raichur,7,5,1,34.19,66
Raichur,8,5,1,27.89,54
Raichur,9,5,1,29.54,71
Raichur,10,5,1,26.67,71
Raichur,11,5,1,32.37,46
Raichur,12,5,1,30.81,48
Raichur,13,5,1,28.8,42
Raichur,14,5,1,36.99,65
Raichur,15,5,1,31.13,63
Raichur,16,5,1,38.28,32
Raichur,17,5,1,36.62,60
Raichur,18,5,1,32.8,68
Raichur,19,5,1,32.39,49
Raichur,20,5,1,33.79,75
Raichur,21,5,1,38.83,67
Raichur,22,5,1,36.41,41
Raichur,23,5,1,37.27,55
Raichur,0,6,1,31.73,10
Raichur,1,6,1,30.4,21
Raichur,2,6,1,26.29,12
Raichur,3,6,1,28.69,14
Raichur,4,6,1,22.73,10
Raichur,5,6,1,34.06,17
Raichur,6,6,1,30.12,61
Raichur,7,6,1,31.34,55
Raichur,8,6,1,34.91,60
Raichur,9,6,1,25.75,77
Raichur,10,6,1,31.6,66
Raichur,11,6,1,38.52,49
Raichur,12,6,1,34.6,32
Raichur,13,6,1,26.55,53
Raichur,14,6,1,33.28,52
Raichur,15,6,1,40.56,43
Raichur,16,6,1,27.98,60
Raichur,17,6,1,34.14,68
Raichur,18,6,1,38.09,64
Raichur,19,6,1,28.75,66
Raichur,20,6,1,31.72,74
Raichur,21,6,1,39.14,49
Raichur,22,6,1,39.01,59
Raichur,23,6,1,33.89,56
