City,Hour,Weekday,Junction,Temperature,TrafficFlow
Bidar,7,6,1,23.29,63
Bidar,8,6,1,33.25,57
Bidar,9,6,1,29.9,53
Bidar,10,6,1,27.73,45
Bidar,11,6,1,34.6,49
Bidar,12,6,1,36.07,33
Bidar,13,6,1,29.35,44
Bidar,14,6,1,29.36,43
Bidar,15,6,1,40.45,53
Bidar,16,6,1,40.58,31
Bidar,17,6,1,28.28,60
Bidar,18,6,1,36.27,44
Bidar,19,6,1,42.52,58
Bidar,20,6,1,36.15,42
Bidar,21,6,1,30.45,49
Bidar,22,6,1,34.35,49
Bidar,23,6,1,30.28,57
